Label,Sentence,Chunk ID,MP Index,Match Type
Framework,The five key topics are: 1) Fisheries; 2) Tourism; 3) Shipping and Ports; 4) Renewable Energy and Energy from Oil and Gas; and 5) Coastal Flood Defence and Protection. ,2047.0,4.0,exact
Multi-level management,These key topics were identified in an iterative and participative process involving nature conservation institutions at different levels and considering the Wadden Sea’s site managers’ recommendations,2064.0,4.0,exact
Conservation,if practices in the key topics evolve towards more sustainability this can support the area’s conservation.,2065.0,4.0,exact
Management variation,these topics are challenging since the work of the TWSC on these topics has to actively engage the competent authorities and integrate the range of competences of site managers in those key topics,2065.0,4.0,exact
Multi-level management,Addressing these at a trilateral level leverages the existing opportunities,2065.0,4.0,exact
Multi-level management,"Science and Research, Monitoring and Assessment, Knowledge Management, Education, Communication, and Collaboration and Partnerships are fundamental complementary activities to support management in the Wadden Sea",2055.0,4.0,exact
Knowledge transfer,the SIMP shows how the TWSC is addressing the overarching effects of climate change,2066.0,4.0,exact
Knowledge transfer,the SIMP highlights the Wadden Sea World Heritage Site’s global role and its link to global responsibilities,2042.0,4.0,exact
Stakeholder collaboration,Cooperation with partners worldwide is instrumental in and supportive of the long-term protection of the Wadden Sea,2066.0,4.0,exact
Multi-level management,The SIMP compiles the status and management approaches to managing the key topics affecting the property addressed in a comprehensible and accessible way,2069.0,4.0,exact
Heritage inclusion,The SIMP links each key topic directly to the OUV,2069.0,4.0,exact
Knowledge transfer,"The SIMP contributes to the definition of feasible and innovative means to further the exchange of management approaches, experience, knowledge, and lessons learned at different levels of management",2069.0,4.0,exact
Management variation,The SIMP acknowledges existing differences in the legal responsibilities and competences of site managers in the three countries,2071.0,4.0,exact
Monitoring,The regular reports will highlight progress made done trilaterally and by each country in implementing SIMP activities,2071.0,4.0,exact
Human activities,"Key threats include fisheries activities, developing and maintaining harbours, industrial facilities surrounding the property including oil and gas rigs and wind farms, maritime traffic, residential and tourism development, and impacts from climate change",2076.0,4.0,exact
Framework,The Trilateral Wadden Sea Cooperation (TWSC) provides the overall framework and structure for integrated conservation and management of the Wadden Sea World Heritage Site as a whole,2076.0,4.0,exact
Multi-level management,"the Wadden Sea’s highly effective conservation status is the result of four decades of joint nature protection efforts of Denmark, Germany, and the Netherlands",2076.0,4.0,exact
Conservation,"the Wadden Sea has been designated as national parks, nature reserves, and Natura 2000 sites",2077.0,4.0,exact
Legislation,Each State Party has comprehensive legal protection measures in place.,2077.0,4.0,exact
Multi-level management,"Working together in the TWSC, these countries ensure coordinated management of the area",2077.0,4.0,exact
Conservation,"At the beginning of the Trilateral Wadden Sea Cooperation in the late 70s, nature conservation management of the Wadden Sea was mainly a national matter",2077.0,4.0,exact
Conservation,"for the past 30 years, the European Union (EU) has made increasing efforts to protect European natural heritage",2077.0,4.0,exact
Legislation,The present-day management system of the Wadden Sea World Heritage Site is almost entirely covered by EU law and international conventions,2078.0,4.0,exact
Legislation,"In 1979 the EU Birds Directive (2009/147/EC) was adopted, which was the first EU regulation aimed at protecting the environment",2078.0,4.0,exact
Legislation,"The environmental laws comply with the principle of subsidiarity, leaving it as far as possible to the responsible authorities to set up their priorities and manage their programmes",2078.0,4.0,exact
Multi-level management,"At the same time, these differences between the countries can also be utilised for strengthening nature management by aiming for the best possible effect of policy and measures for nature.",2079.0,4.0,exact
Legislation,the EU Birds Directive and EU Habitats Directives were transposed through the Nature Conservation Law 1998. ,2082.0,4.0,exact
Legislation,"The Nature conservation Law 1998 has been replaced by the Law on Nature Conservation (2015), which continues to implement both the EU Birds and EU Habitats Directives, as well as the WFD",2082.0,4.0,exact
Legislation,The entire Dutch Wadden Sea has been designated as a protected area under these three EU Directives,2082.0,4.0,exact
Legislation,the management system of the Wadden Sea World Heritage Site is based on existing national protection and management systems ,2082.0,4.0,exact
Framework,"supplemented by trilaterally coordinated management, including a number of trilateral plans, strategies, and action plans ",2082.0,4.0,exact
Framework,The Trilateral Wadden Sea Plan 2010 (WSP) constitutes the common framework for the protection and sustainable management of the Wadden Sea as an ecological entity ,2083.0,4.0,exact
Coherence,"The WSP presents the trilaterally agreed targets, policies, and measures for the Wadden Sea Cooperation Area as an ecological entity, as well as its landscape and cultural heritage, within the cultural entities",2083.0,4.0,exact
Coherence,"The targets agreed upon for landscape and culture, water and sediment, salt marshes, the tidal area, beaches and dunes, estuaries, the offshore area, the rural area, birds, marine mammals, and fish are the basis for the trilaterally and regionally existing topic specific visions, strategies, and plans.",2083.0,4.0,fuzzy split (first half)
Coherence,"The targets agreed upon for landscape and culture, water and sediment, salt marshes, the tidal area, beaches and dunes, estuaries, the offshore area, the rural area, birds, marine mammals, and fish are the basis for the trilaterally and regionally existing topic specific visions, strategies, and plans.",2084.0,4.0,fuzzy split (second half)
Legislation,"Natura 2000 Directives (Birds Directive 2009/147/EC and Habitats Directive 92/43/EEC)
 Birds: 1979 Habitats: 1992
 Transposed in the Law on Nature Conservation. 

Natura 2000 plans are reviewed and updated periodically.
 
 ",2088.0,4.0,exact
Legislation,"Water Framework Directive 2000/60/ EC
 2000
 Transposed in the Law on Nature Conservation, the Water Law, the National Water Policy Plan, the Regional Water Policy plans of the provinces.
 
 ",2089.0,4.0,exact
Legislation,"Marine Strategy Framework Directive 2008/56/EC
 2008
 The Marine Strategy Framework Directive is not implemented in the Dutch Wadden Sea.
 
 ",2091.0,4.0,exact
Legislation,"Marine Spatial Planning Directive 2014/89/EU
 2014
 Transposed in the National Water Policy plan
 
 ",2092.0,4.0,exact
Conservation,"In the context of the SIMP, site managers are professionals with direct responsibilities for nature conservation and management of the Wadden Sea World Heritage Site",2043.0,4.0,exact
Framework,"The Operational Guidelines for the Implementation of the World Heritage Convention (§ 111) state that a management cycle of planning, implementation, monitoring, evaluation, and feedback is among the elements of effective management ",2109.0,4.0,exact
Framework,"The Wadden Sea Plan 2010 was adopted at the 8th Trilateral Governmental Conference in Stade in 1997 and updated in 2010 (Sylt Declaration 2010) to take into account the inscription of the Dutch-German Wadden Sea as a World Heritage Site, as well as new developments in EU Directives",2110.0,4.0,exact
Stakeholder collaboration,"agreements are made between the governments, which are relevant for all areas of the cooperation, such as management, monitoring, and international cooperation.",2111.0,4.0,exact
Coherence,The declarations are therefore an integral part of the total protection and management scheme of the property to which the governments have committed themselves and are politically binding for the appropriate authorities in the three countries,2111.0,4.0,exact
Legislation,"At the national level, management and monitoring activities are guided by the requirements of the national management systems and relevant EU law",2111.0,4.0,exact
Multi-level management,"Trilateral visions, policies, and agreements are implemented in the three countries according to their laws, management structures, political frameworks, and cultures",2112.0,4.0,exact
Stakeholder collaboration,"Examples of successful joint projects that promoted the development and current implementation of the Sustainable Tourism Strategy are Interreg projects PROWAD3, PROWAD LINK4, Wadden Agenda and Wadden Agenda 2.05, and NAKUWA6",2112.0,4.0,exact
Stakeholder collaboration,"""Building with Nature""7 is an example of successful transnational cooperation, which has demonstrated numerous solutions for dealing sustainably with coastal protection and erosion in the context of climate adaptation measures",2113.0,4.0,exact
Stakeholder collaboration,The Wadden Sea Flyway Initiative (WSFI) collaborates with partners beyond the trilateral cooperation to jointly protect and manage important sites along the East Atlantic Flyway ,2113.0,4.0,exact
Coherence,The Trilateral Monitoring and Assessment Programme (TMAP) is one of the cornerstones of the TWSC,2113.0,4.0,exact
Assessment,"The aims of the trilateral Wadden Sea monitoring, assessment, and research are to:
• provide a scientific assessment of the ecosystem status,
• assess the implementation status of the WSP Ecological Targets, 
• use ecological monitoring and assessment to fulfil UNESCO obligations for the World Heritage Site",2114.0,4.0,exact
Assessment,Assessment results are presented in periodic Quality Status Reports (QSR) authored by TWSC experts and independent scientists,2114.0,4.0,exact
Monitoring,"the three countries are obliged to monitor the conservation status for all habitats and species (§ 11 of the Habitats Directive) of community interest (as listed in Annex I, II, IV and V) and bird species under the Birds Directive as well as the status of marine waters under the Water Framework and the Marine Strategy Framework Directives",2115.0,4.0,exact
Monitoring,"Since 1993, the TWSC between Denmark, Germany, and the Netherlands has periodically produced QSRs describing and evaluating the current ecological status of the Wadden Sea",2115.0,4.0,exact
Assessment,"The QSRs identify changes in this status and their possible causes, classify issues of concern, and indicate possible measures for improvement, including evaluation of the likely effectiveness of these measures",2115.0,4.0,exact
Monitoring,"Between 1993 and 2022, six QSRs were produced.",2116.0,4.0,exact
Monitoring,the World Heritage Committee may request the State Parties to report on the state of conservation of the property through the reactive monitoring procedure,2116.0,4.0,exact
Monitoring,"In the reactive monitoring procedure, the State Parties must submit specific reports and impact studies each time exceptional circumstances occur, or work is undertaken which may have an impact on the Outstanding Universal Value of the property or its state of conservation ",2116.0,4.0,exact
Monitoring,"each EU member state reports every six years about the progress made on the implementation of the Habitats Directive, specifically on the status and trends of the habitat types and species (§ 17, Habitats Directive Reporting), as well as the Birds Directive, Water Framework Directive, and the Marine Strategy Framework Directive",2117.0,4.0,fuzzy
Knowledge transfer,"During the Wadden Sea Conferences (including the International Scientific Wadden Sea Symposium (ISWSS), the Youth Conference, the Wadden Sea Day, and additional thematic workshops), the research community, site managers, environmental NGOs, stakeholders, and the younger generation, give their views and advice on management and political decisions addressing the Trilateral Governmental Council.",2119.0,4.0,exact
Assessment,serve to assess the implementation of the planning instruments in terms of policy and management and to prioritise the issues that need further attention,2120.0,4.0,exact
Heritage inclusion,World Heritage Site status has been an integral part of all phases of the Wadden Sea management cycle,2120.0,4.0,exact
Climate change,"Enhanced sea level rise may seriously affect structure, functions, and the characteristic biodiversity of the Wadden Sea ecosystem.",2121.0,4.0,exact
Climate change,large sea level rise may lead to a significant reduction in tidal flats and salt marshes as well as in safety of the inhabitants of the region,2121.0,4.0,exact
Climate change,", climate change may severely impact the present distribution and abundance of species.",2122.0,4.0,exact
Water management,Sufficient freshwater availability during the growing season and as an input into the estuarine areas should not be overlooked.,2122.0,4.0,exact
Framework,"Adaptation measures in the Wadden Sea are guided by the Trilateral Climate Change Adaptation Strategy (CCAS ), which was adopted by the responsible ministers in awareness of these implications at the 12th Trilateral Governmental Conference on the Protection of the Wadden Sea in Tønder, Denmark in 2014",2122.0,4.0,exact
Framework,The aim of this strategy is to enhance and promote policies and measures necessary for increasing the natural resilience of the Wadden Sea,2123.0,4.0,exact
Assessment,A trilateral expert group evaluates the possible impacts of climate change and looks at possible strategies for adaptation in the Wadden Sea Region,2123.0,4.0,exact
Assessment,"seven strategic objectives and guiding principles are considered, such as the use of natural dynamics and flexibility, interconnectivity of habitats, as well as site-specific approaches, trilateral cooperation with long-term planning, and the participatory approach.",2123.0,4.0,exact
Coherence,"The implementation of the strategy focuses on trilateral cooperation, not only in the application of responses, but also in the areas of policies and management, monitoring and evaluation, and communication and education",2124.0,4.0,exact
Climate change,"Particular attention is paid to sea level rise and increasing sea and air temperatures, also underlined by the CVI process results.",2124.0,4.0,exact
Knowledge transfer,Responses to adapt to sea level rise build upon locally and regionally established scientific and technical support.,2124.0,4.0,exact
Water management,"increase in activities for coastal flood defence and protection, such as dyke strengthening and sand nourishment.",2124.0,4.0,exact
Multi-level management,Local and global climate mitigation measures are imperative for combating climate change impacts,2125.0,4.0,exact
Adaptation,"Mitigation measures in the Wadden Sea aim at developing the Wadden Sea Region into a CO2 neutral area, as already stated in the Sylt Declaration already in 2010.",2125.0,4.0,exact
Stakeholder collaboration,"the Trilateral Wadden Sea Cooperation (TWSC) agreed to “support the global and national efforts to mitigate causes of climate change at the regional level, by calling especially upon local and regional competent authorities and stakeholders”",2126.0,4.0,exact
Framework,CO2 reduction policies and plans at the national and regional levels include the transition to renewable energy.,2046.0,4.0,exact
Heritage inclusion,The focus will be on the support of mitigation measures and initiatives that contribute to decarbonisation while not challenging the safe guarding of the OUV and its key features,2126.0,4.0,fuzzy
Knowledge transfer,"Stimulate and maintain trilateral knowledge exchange and interdisciplinary discussions about, among others best practices for adapting to climate change",2127.0,4.0,exact
Restoration,projects for restoring and re-dynamizing threatened habitats as an adaptation measure,2127.0,4.0,exact
Heritage inclusion,methods to limit the damage or prevent negative impact of climate change on the OUV,2127.0,4.0,exact
Heritage inclusion,the cumulative and combined effects of both climate change and human use to advise permitting procedures,2127.0,4.0,exact
Water management,water withdrawal and water management on the islands,2127.0,4.0,exact
Knowledge transfer,"improve knowledge about the potential effects of climate change on economic, social, and cultural aspects.",2127.0,4.0,exact
Knowledge transfer,Integrate and mainstream the Trilateral Climate Change Adaptation Strategy into all activity fields and make it more publicly known,2127.0,4.0,exact
Monitoring,Continue monitoring the Trilateral Climate Change Adaptation Strategy and embed the results in long term trilateral climate change policies,2127.0,4.0,split (first half)
Monitoring,Continue monitoring the Trilateral Climate Change Adaptation Strategy and embed the results in long term trilateral climate change policies,2128.0,4.0,split (second half)
Heritage inclusion,"Improve communication on OUV key values and climate change effects on the ability of the Wadden Sea to deliver ecosystem services in relation to economic, social, and cultural values",2128.0,4.0,exact
Heritage inclusion,Strengthen support for initiatives aimed at reducing the Wadden Sea Region's CO2 emissions in order to contribute to overall EU CO2 reduction targets,2128.0,4.0,exact
Adaptation,"the decarbonization of the energy sector, traffic sector, and tourism sector",2128.0,4.0,exact
Research,"Explore and emphasize the potential of typical Wadden Sea habitats as ""blue carbon"" ecosystems to contribute to natural CO2 sequestration (e.g. saltmarshes, sediments), while taking into account anthropogenic pressures possibly impacting these processes",2129.0,4.0,exact
Conservation,"nature-based solutions for coastal protection given their capacity to act in synergy with blue carbon, biodiversity safeguard, and coastal protection",2129.0,4.0,exact
Coherence,"the Joint Declaration (2010), the governments of the Wadden Sea countries renewed their commitment to continue to manage the Wadden Sea as a single ecological entity for its natural, landscape, and cultural heritage values, for the benefit of present and future generations",2130.0,4.0,exact
Coherence,"the Wadden Sea Plan 2010, as the commonly agreed policy and management plan, human activities in ecosystems must be managed for all aspects: species; habitats; processes; and interactions",2130.0,4.0,exact
Heritage inclusion,"The SIMP should be implemented as a strategic decision-making tool that facilitates a strategic, proactive and collaborative transboundary management approach to maintaining the Outstanding Universal Value (OUV) and addressing to the various pressures identified, including potential cumulative impacts",2130.0,4.0,exact
Conservation,"Effective management of the Wadden Sea needs to assure nature conservation and an ecosystem approach that integrates management of existing protected areas with other key activities affecting the property, including the most important economic activities, whilst safeguarding the OUV. ",2131.0,4.0,exact
Conservation,"These activities not only contribute to preserving jobs in the region, but also provide regional food security, protect the local populations from coastal flooding and erosion",2131.0,4.0,exact
Legislation,Human uses within the Wadden Sea World Heritage Site and the surrounding area are regulated through existing protection regimes,2132.0,4.0,exact
Climate change,"stressors from the key topics (can) interact and combine over time, both with each other and with climate change effects, causing cumulative impacts on the marine environment",2132.0,4.0,exact
Knowledge transfer,Participation of civil society in actions towards protection and sustainable use in the Wadden Sea Region is facilitated by the Wadden Sea Forum (WSF) and the Wadden Sea Team (WST) of environmental NGOs,2132.0,4.0,exact
Multi-level management,"The Partnership Hub supports and facilitates engagement at trilateral level between civil society, different sectors, site management, science and research and policy through, among others, specific projects",2133.0,4.0,exact
Heritage inclusion,"the implementation of the activities, existing standards are to be maintained or, when necessary, improved upon to preserve and enhance the area’s OUV",2134.0,4.0,exact
Prohibition,Implementation of the activities shall in no way lead to lowering of existing environmental standards.,2134.0,4.0,exact
Knowledge transfer,trilateral exchange of knowledge and best practices for the benefit of nature conservation management,2054.0,4.0,exact
Knowledge transfer,"Trilateral knowledge exchange contributes to bringing trilateral experience together to build common approaches and, thus, to strengthen the Cooperation’s joint arguments for nature conservation",2135.0,4.0,exact
Knowledge transfer,Exchange of best practices at the trilateral level helps speedy identification of the most beneficial practices for nature conservation,2135.0,4.0,exact
Knowledge transfer,Consequent and consistent awareness raising and advocacy can influence activities and behaviours in favour of maintaining the Wadden Sea’s OUV,2135.0,4.0,exact
Knowledge transfer,Trilateral knowledge exchange and advocacy activities need to be continuously improved to adapt to thematic as well as technological and societal changes,2135.0,4.0,exact
Fisheries management,Further advance towards sustainable fisheries practices that have no negative impact on the OUV of the Wadden Sea World Heritage Site,2136.0,4.0,exact
Conservation,taking into account that existing nature conservation standard should be maintained or improved.,2136.0,4.0,exact
Human activities,Significant harm to habitats and species due to fishing and marine aquaculture activities ,2136.0,4.0,exact
Human activities,"bycatch and overfishing, depletion across the food web, habitat destruction, negative effects of human induced non-indigenous species, litter pollution, underwater noise, and reduced recolonisation possibilities for reef-building species (e.g., Sabellaria worms) ",2137.0,4.0,exact
Human activities,"Damage to vulnerable ecosystems, habitats, food webs and species due to cumulative effects, including those from fishing activities in closed areas within the Wadden Sea World Heritage Site",2137.0,4.0,exact
Climate change,Climate-driven increase of fishing pressure in the Wadden Sea due to intensification of area use,2137.0,4.0,exact
Human activities,expanding wind farms and other uses in the offshore areas,2137.0,4.0,exact
Climate change,"biological changes driven by temperature increase, such as presence of new species, species spatial distribution and habitat use",2137.0,4.0,exact
Fisheries management,"EU Common Fisheries Policy, national laws and regulations, as well as agreements with the fisheries sectors. ",2137.0,4.0,exact
Fisheries management,Trilaterally agreed Framework for Sustainable Fisheries,2138.0,4.0,exact
Fisheries management,national and trilateral effective good examples from fisheries and aquaculture management in cooperation with the competent authorities,2138.0,4.0,exact
Fisheries management,"closed areas for fisheries, buying up fishing licences, use of sieve nets, de minimis regulation in crab fisheries, voluntary renunciation of dolly ropes",2138.0,4.0,exact
Prohibition,"Certification schemes, such as Marine Stewardship Council (MSC), including a commitment to avoid vulnerable areas as soon as they have been identified",2138.0,4.0,exact
Research,"Studies on ecological impacts and projects on best practices, transdisciplinary research, and use of the results in management",2138.0,4.0,exact
Knowledge transfer,"The TWSC to stimulate and facilitate exchange of information, knowledge, best practices, management experience about fields of action which are especially important for their potential impact on the Wadden Sea World Heritage Site",2139.0,4.0,exact
Knowledge transfer,"The outcome of such a thematic exchange may lead to identification and development of, where adequate, pilot studies and specific measures ",2139.0,4.0,exact
Fisheries management,"Fisheries management measures including co-management of fishing activities, the effects of implementing management measures, and regulations such as closed areas, spawning protection, and fish sanctuaries",2140.0,4.0,exact
Assessment,Scenarios and risk analysis of shifting fishing areas in the context of current and future EEZ use expansion. ,2140.0,4.0,exact
Fisheries management,Ecosystem-compatible fishing techniques ,2140.0,4.0,exact
Monitoring,"Mitigation, handling and monitoring of bycatch of undersized target species (e.g. flatfish, brown shrimps) and non-target species (e.g. invertebrates, protected species, migratory fish, sharks, rays)",2141.0,4.0,exact
Fisheries management,"Recreational fisheries (status and significance, including ecological impact and best practices)",2141.0,4.0,exact
Stakeholder collaboration,"The TWSC, in dialogue with the competent authorities for fisheries, sector representatives and environmental NGOs at the trilateral level, to further the implementation of the Framework for Sustainable Fisheries (2014)",2141.0,4.0,exact
Stakeholder collaboration,"This should be done in a collaborative approach, well-coordinated with other existing bodies and committees treating fisheries and aquaculture at the international, national, and regional levels. ",2141.0,4.0,exact
Knowledge transfer,"The TWSC together with fishing schools to continue to improve awareness of Wadden Sea World Heritage Site values and vulnerability, scientific basis, location and objectives of closed areas, ecosystem-compatible and sustainable fishing techniques and fishing gear, waste prevention and the potential problems associated with marine litter (e.g., lost gear, dolly ropes), and the importance of fisheries for local and sustainable food security.",2142.0,4.0,exact
Knowledge transfer,"information to the wider public through visitor and information centres, as well as the work of the International Wadden Sea School (IWSS).",2142.0,4.0,exact
Research,"The TWSC, through the trilateral groups responsible for science and fisheries, to initiate fisheries research projects",2142.0,4.0,exact
Fisheries management,"Encouraging the science sector, fisheries sector, and site managers to develop and test new methods and practices in areas with existing/ current fisheries, for example further sustainable and ecosystem-compatible fishing techniques and practices with the aim of reducing bycatch and impacts on the seabed. ",2143.0,4.0,exact
Research,Research on the effects of closed areas,2143.0,4.0,exact
Research,"The TWSC, through the trilateral groups responsible for science and fish, to initiate research on fish ecology (e.g., population quantity and quality, ecosystem function, closed areas, nursery function for juvenile fish, endangered species, historic species and habitats occurrence, food webs) to support the OUV and sustainable management",2142.0,4.0,split (first half)
Research,"The TWSC, through the trilateral groups responsible for science and fish, to initiate research on fish ecology (e.g., population quantity and quality, ecosystem function, closed areas, nursery function for juvenile fish, endangered species, historic species and habitats occurrence, food webs) to support the OUV and sustainable management",2143.0,4.0,split (second half)
Research,The TWSC to produce a coordinated approach to contribute to reaching the objectives of the EU Biodiversity Strategy for 2030 according to nationally based interpretation of key elements thereof and in line with the Wilhelms haven Declaration 2022.,2144.0,4.0,exact
Fisheries management,"The TWSC to compile relevant information (gathered by the national competent fisheries authorities) on the most important types of fisheries taking place in the Wadden Sea and potential upcoming types of fisheries, especially shrimp fisheries and blue mussel fisheries (and other forms of fishing with potential negative impacts on the ecosystem or species)",2144.0,4.0,exact
Assessment,"The information compiled, which could be managed at the Common Wadden Sea Secretariat (CWSS), will serve in particular as a basis for selecting topics and assessing the appropriateness of complementary approaches to be pursued for exchange at a trilateral level to advance the implementation of the Framework for Sustainable Fisheries",2145.0,4.0,exact
Coherence,The compiled information can also contribute to feeding into trilateral and national discussions on the implementation of the EU Biodiversity Strategy for 2030 to create an ecologically coherent network comprising of strictly protected areas.,2145.0,4.0,exact
Human activities,"Negative effects of existing tourism activities, especially those of high intensity, on the fauna, flora, and habitats of the Wadden Sea, including emissions and pollution",2147.0,4.0,exact
Human activities,Damage to the environment caused by infrastructure for tourism in the Wadden Sea World Heritage Site and adjacent region,2147.0,4.0,exact
Human activities,Disturbance caused by future trends in recreational activities and sports,2147.0,4.0,exact
Human activities,Pressure on the ecosystem due to future growth in the number of guests and/or associated spatial demand.,2148.0,4.0,exact
Multi-level management,"Existing trilateral Sustainable Tourism Strategy (Annex 1, Tønder Declaration 2014) and action plan, as the tool for implementing the Strategy at the trilateral level",2148.0,4.0,exact
Knowledge transfer,Tourism partners in the three countries supporting environmental education and awareness raising in relation to the Wadden Sea,2148.0,4.0,exact
Knowledge transfer,Sharing existing national experience and best practices,2148.0,4.0,exact
Knowledge transfer,"Visitor centres and other information and education facilities, rangers and environmental NGOs promoting nature friendly visitor behaviour",2149.0,4.0,exact
Knowledge transfer,The trilateral Partnership Hub as a structure to enhance networking and better achieving joint intersectoral agreements on common projects and activities,2149.0,4.0,exact
Knowledge transfer,"The TWSC to continue to improve awareness of the Wadden Sea World Heritage Site environment, suitable behaviour at the sites, and motivation to maintain or improve environmental quality by providing consistent information for the sites through visitor centres, ranger services, and partnership programmes",2149.0,4.0,exact
Knowledge transfer,continue or start to connect site managers to the Sustainable Tourism Strategy in order to add their expertise on nature conservation,2150.0,4.0,exact
Conservation,"Desired results could be, where adequate or needed, the improvement of visitor management or zoning schemes, taking into account that the existing nature conservation standard should be maintained or improved",2150.0,4.0,exact
Research,"Addressing gaps in knowledge regarding the impacts of tourism on the OUV, for example through research projects",2151.0,4.0,exact
Assessment,Analysing existing national monitoring data in terms of effects from tourism and considering cumulative effects (obligation in the Habitats Directive in the case of projects or plans seeking permission). ,2151.0,4.0,exact
Assessment,"Encouraging and supporting local communities and tourism stakeholders to assess the local/regional impact of tourism on the OUV as well as on further ecological, socio- cultural, and economic values, for example. by using the ""Wadden Sea Tourism Radar”. ",2151.0,4.0,exact
Knowledge transfer,Developing appropriate trilateral tools to support visitor understanding of suitable and required behaviour in the natural environment and towards wildlife,2152.0,4.0,exact
Conservation,"Improving Wadden Sea World Heritage brand visibility, emphasising that it promotes nature conservation via responsible tourism practices and according to the Sustainable Tourism Strategy and action plan",2152.0,4.0,exact
Stakeholder collaboration,"Strengthening interdisciplinary dialogue and research between natural and social sciences about values in nature conservation, protected area management, and sustainable development",2153.0,4.0,exact
Maritime management,"Further improve shipping safety, building on the comparatively high status of prevention of accidents, preparedness, and emergency response",2051.0,4.0,exact
Maritime management,"foster nature friendly and climate-neutral operations, including the maintenance of ports with reduced pressures on the environment,",2153.0,4.0,exact
Knowledge transfer,"enhance awareness, education, and cooperation in a collaborative approach at the trilateral level",2153.0,4.0,exact
Human activities,Ship accidents resulting in the release of pollutants,2153.0,4.0,exact
Human activities,"Pollution from ongoing shipping operations, including gas emissions",2154.0,4.0,exact
Human activities," introduction of alien species, especially by ballast water and biofouling",2154.0,4.0,exact
Human activities,"Interference with natural dynamic processes, for example due to dredging and disposal of sediment or by port expansion",2154.0,4.0,exact
Human activities,"Disturbance, accidents (collisions) and other negative impacts due to marine traffic, including water sports.",2154.0,4.0,exact
Framework,"TWSC Operational Plans for the Wadden Sea PSSA aim to improve on prevention of accidents, operational pollution, awareness and education, preparedness and response, and cooperation",2155.0,4.0,exact
Multi-level management," the three Wadden Sea countries are required to apply Best Available Techniques (BAT) and Best Environmental Practice (BEP) including, where appropriate, clean technology, in their efforts to prevent and eliminate marine pollution",2155.0,4.0,exact
Knowledge transfer,"The TWSC together with the Wadden Sea Forum, relevant authorities, environmental NGOs, and other partners, to facilitate trilateral dialogue regarding climate- and nature-friendly shipping in the trilateral Wadden Sea",2155.0,4.0,exact
Assessment,"issues proposed by site managers, environmental NGOs and municipalities, and an assessment of the response capacity to shipping accidents in each country",2156.0,4.0,exact
Knowledge transfer,"The TWSC to stimulate and facilitate trilateral exchange and dialogue between site managers and involving experts, institutions and industry ",2156.0,4.0,exact
Prohibition,"Introduction of speed limits to limit emissions, underwater noise, and disturbance, ",2157.0,4.0,exact
Framework,"Create incentives and strengthen regulation for an environmentally friendly design and decarbonisation of the shipping sector in the Wadden Sea to avoid, for example greenhouse gas and noise emissions ",2157.0,4.0,exact
Framework,"Develop nature friendly navigation guidelines for marine traffic in the Wadden Sea property, considering respective existing regulations",2158.0,4.0,exact
Research,"Research, exchange on and support of nature friendly practices for dredging of shipping lanes and Wadden Sea ports and the related disposal (existing regulation, studies, good practices) where dredging and disposal is unavoidable",2158.0,4.0,exact
Research,Identification and research on potential effects of climate change on the OUV of the Wadden Sea as well as adaptive measures for shipping and ports,2159.0,4.0,exact
Stakeholder collaboration,"Site managers to participate as nature conservation stake holders in trilateral initiatives involving shipping authorities, ship-owners, seafarer associations, harbour operators, the Wadden Sea Forum, and the Wadden Sea Team of environmental NGOs ",2159.0,4.0,exact
Knowledge transfer,"Best practices (showcase exemplary cases of environmentally friendly practices in ships and ports, for example regarding the prevention and control of the spread of introduced species in recreational and commercial shipping-, environmentally friendly ports). ",2160.0,4.0,exact
Monitoring,Effective ship traffic and container tracking systems and monitoring,2160.0,4.0,exact
Legislation,"International standards regarding, for example safety, speed limits, and pollution",2160.0,4.0,exact
Knowledge transfer,"The TWSC in communication with competent authorities, the site managers and stake holders, to raise awareness and education among shipping and ports stakeholders; for example regarding Wadden Sea World Heritage values and vulnerability, best practices, existing regulations and standards regarding safety, speed limits/ zoning, pollution, introduction of invasive species. ",2160.0,4.0,fuzzy split (first half)
Knowledge transfer,"The TWSC in communication with competent authorities, the site managers and stake holders, to raise awareness and education among shipping and ports stakeholders; for example regarding Wadden Sea World Heritage values and vulnerability, best practices, existing regulations and standards regarding safety, speed limits/ zoning, pollution, introduction of invasive species. ",2161.0,4.0,fuzzy split (second half)
Conservation,"Intensify the application of common best practices to protect the Wadden Sea, to support nature friendly energy transition",2161.0,4.0,exact
Coherence,foster a level playing field with the highest applied environmental standards for all three countries in a collaborative approach with the energy sector,2052.0,4.0,exact
Human activities,Impairment of habitats (especially sea floor) and disturbance of natural processes within the Wadden Sea World Heritage due to cable and pipeline laying and operation,2161.0,4.0,exact
Human activities,"Disturbance of natural migratory routes as well as mainland areas for breeding, resting, and migratory birds, marine mammals",2161.0,4.0,exact
Human activities,increased risk of collisions with animals due to power stations construction near the Wadden Sea World Heritage Site,2162.0,4.0,exact
Human activities,"ongoing operations, including the risk of accidents causing the release of harmful substances",2162.0,4.0,exact
Human activities,"Future steep increase in number and density of power stations and transmission infrastructure, including increased maintenance and supply traffic to meet the raising energy transition targets will exacerbate risks ",2162.0,4.0,exact
Human activities,Ground surface subsidence caused by gas exploitation and salt mining may affect habitats and species,2162.0,4.0,exact
Human activities,"Unknown effects of new types of energy production and transmission including hydrogen production, transport",2163.0,4.0,exact
