label,chunk_id,mp_index,text_chunk,rank,bucket,in_ground_truth,llm_score,llm_reason
Framework,2183,4,"or have an influence on, (new) trilateral policies and plans (like the SIMP). Among other these could be:

-   Impacts of climate change (see the Trilateral Climate Change Adaptation Strategy, CCAS).
-   Invasive Alien Species (see the Trilateral Management and Action Plan for Alien Species, MAPAS).
-   T ourism management (Sustainable Tourism Strategy).
-   Other trilateral strategies (such as the Wadden Sea Flyway Initiative) providing input for the TMAP parameters.
-   EU Directives: Habitats Directive (habitat types with unknown status, especially sublittoral); Marine Strategy Framework Directive (Wadden Sea relevant descriptors such as Marine litter and new pollutants); Birds Directive; Water Framework Directive; and Alien Species Regulation.

With input from relevant research and monitoring projects, proposals for new or amended parameters and methodologies will be weighed and coordinated trilaterally.",3,B,False,5,The text explicitly lists multiple transnational (trilateral) policies and plans specifically focused on climate change adaptation and sustainable development.
Framework,3069,10,"6. CLIMATE CHANGE

The National Water Programme 2022-2027 provides an overview of developments within the domain of water and sets out newly developed policy that is climate adaptive and future-ready. In this Programme, adopted on 18 March 2022, the national government describes the main outline of the national water policy and its implementation in national waters and waterways. The Programme includes the government's announcement to conduct a nationwide study to define measures to protect the Netherlands in the future and to develop a strategy for the future fresh water supply.

The Netherlands and water form an inseparable pair. We live with, next to, on and in water. The water domain is facing considerable challenges: the Netherlands needs to adjust to the consequences of climate change. We need to keep working on proper protection against flooding (and water level fluctuations) and on climate-resistant fresh water supplies against increasing drought and rising temperatures.",8,B,False,5,The text explicitly describes a national plan (National Water Programme) focused on climate adaptation and sustainable water management.
Framework,145,0,"ppropriate hospitality, adequate guidance and information. The existing recreational infrastructure, including routes for hiking, horseback riding and cycling is permanently being updated and adapted. Consequently, the anticipated and intended increase of the number of visitors and tourists (including day trippers) is not expected to have any significant negative effects on the OUV. The development of tourism and increase of visitors is and will be monitored. Moreover, Site holders will develop common visions for tourism, education and presentation.

miscellaneous

ICOMOS Charter on the Interpretation and Presentation of Cultural Heritage Sites (ICOMOS 2008)

This Charter builds on the Venice Charter (1964), and emphasises the importance of public communication and education for heritage preservation, and learning about the past and about the phases of development of the site. As regards the interpretation of the value of the site, the involvement of all the stakeholders is encouraged.",2172,C,False,1,"The text discusses tourism management and interpretation charters, not provincial, national, or transnational climate adaptation and sustainable development plans."
Greenery,2276,5,"anal ring area. The trees formed a crucial part of the 'master plan' of the canal ring area. With their regular planting pattern in a straight line along the water, they are part of the canal profile. In the course of the seventeenth century, the widely used linden tree was replaced by the elm, which was more resistant to city life. The benefits of the trees were countless. They provided a pleasant shade and their roots strengthened the quays. The foliage was suitable as fodder, and the wood was used to produce wooden shoes, cart wheels and lock gates. But above all the trees were a jewel for the city.

Gardens behind the canal houses should be a feast for the eyes and help to boost the value of the houses. Therefore, it was laid down in a so-called 'keur' (an urban law) that the plots could only be partially built on. This resulted in the deep 'keur gardens'. These were in part functionally laid out.",317,A,True,5,"The text explicitly discusses trees, foliage, and gardens, which directly align with the definition of greenery."
Greenery,2463,5,"oundwater levels and actively replenish groundwater level where necessary.
- Disconnect rainwater drainage, in combination with expansion of soil infiltration and greening of private and public areas.
- Expand options for green roofs (hidden from street level as much as possible).

Energy and heat transition

The City of Amsterdam has formulated a policy to reduce CO2 emissions by 55% in 2030 and by 95% in 2050 compared to the reference year 1990. The municipality intends to be completely natural gasfree by 2040 and to cause no more CO2 emissions by traffic on Amsterdam roads by 2030. 15

Approximately 52% of the current CO2 emissions comes from homes, 21% from business use and 18% from social buildings. For the homes, the Amsterdam ambition means that all 650.000 residential and other buildings in Amsterdam must be natural gas-free in 2040. One way to achieve this is to connect 110.000 homes to a heating network, for which a new infrastructure will be installed.",1275,A,True,4,The text explicitly mentions 'greening of private and public areas' and 'green roofs' as adaptation strategies.
Greenery,2473,5,"ure. Furthermore, greening of the environment (replacing tiles with greenery in public and private spaces and installing green strips) and greening of private gardens, balconies and roofs is promoted.

For the canal ring area, the climate resistance of the trees is important as part of the design as a whole (SOUV criterion iv). There are also opportunities for improvement of biodiversity in the inner gardens behind the canal houses and for installing nesting houses and swallow boxes under roof tiles. Urban policy for greening and water buffering with façade gardens and allowing walls to overgrow or placing water barrels (particularly at the front of buildings) does not fit in with the historic character of the canal ring area and is contrary to the SOUV (criteria i and iv).

Management measures

- Take into account the historic character of the canal ring area when disconnecting rainwater drainage, in combination with soil infiltration, greening private and public areas (particularly i",2,B,False,5,"The text explicitly discusses the implementation, promotion, and restrictions of greenery and vegetation within a heritage context."
Greenery,1010,1,"e land, (glass) horticulture, bulb-growing or fruit-growing. Superficial soil interventions such as garden work do not require a permit because they do not change or disturb the archaeological values. For component parts not protected as a national archaeological monument, regulations are set out that require permits for all activities that could harm the archaeological values. In the more elevated areas where there are no peat soils, protection through the planning system is sufficient.

| Development pressures   | Ambition: Conservation in situ in the component parts .                                                                                                                                                                  |
|-------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|",17,B,False,2,"The text mentions horticulture and fruit-growing, but the primary focus is on archaeological protection and land-use permits rather than the heritage value of greenery."
Greenery,560,0,"e hierarchy of the traffic system. This hierarchy is laid down in profiles, use of trees and other greenery, choice of materials and colour, in order to allow for comfort, clarity and smooth movement. Provinces and municipalities ensure that after having obtained the UNESCO World Heritage status, the OUV and the quality of the appearance of the Colony landscape (for example avenue planting) are taken into account when reorganising roads.
- -The use of the roads is regularly monitored by the municipalities.
- -The structure of the landscape is laid down in zoning plans as regards the location of the infrastructure, but can be enhanced by giving more careful consideration to its organisation.
- -Structural characteristics like avenue structures and plantings are safeguarded through the landscape policy and the timber regulation.",5,B,False,5,"The text explicitly discusses the use, safeguarding, and planning of trees, greenery, and avenue plantings as key structural characteristics of the heritage landscape."
Greenery,2551,5,"and-standards/157-thevenice-charter
- ICOMOS. (1972, 30 June). Resolutions of the Symposium on the Introduction of Contemporary Architecture into Ancient Groups of Buildings . See: https://www.icomos.org/en/charters-and-otherdoctrinal-texts/180-articles-en-francais/chartes-et-normes/383-resolutions-of-the-symposium-on-theintroduction-of-contemporary-architecture-into-ancient-groups-of-buildings-at-the-3rd-icomos-generalassembly
- ICOMOS (1987). Charter for the conservation of historic towns and urban areas. See: https://www.icomos.org/images/DOCUMENTS/Charters/towns\_e.pdficomos.org
- ICOMOS. (1994). The Nara Document on Authenticity . See: https://whc.unesco.org/archive/nara94.htm
- ICOMOS. (2000, 23-24 October). Riga Charter on Authenticity and Historical Reconstruction in relationship to Cultural heritage . See: https://www.iccrom.org/sites/default/files/publications/2020-05/ convern8\_07\_rigacharter\_ing.pdf
- ICOMOS. (2002, December). International Cultural Tourism Charter.",2239,C,False,1,The text is a list of bibliographic references to heritage charters and contains no mention of greenery or vegetation.
Heritage inclusion,2069,4,"alues in the SIMP. By providing a clear and updated overview of existing nature conservation structures, the SIMP aims to improve understanding of the Wadden Sea World Heritage Site management system.

The SIMP compiles the status and management approaches to managing the key topics affecting the property addressed in a comprehensible and accessible way, which can be easily communicated and used at the operative level. The SIMP links each key topic directly to the OUV, describes the common ground expressed in the Trilateral Wadden Sea Plan (WSP) and other trilateral tools, and shows how each country implements measures.

The SIMP contributes to the definition of feasible and innovative means to further the exchange of management approaches, experience, knowledge, and lessons learned at different levels of management as well as between site managers, partners of the Wadden Sea Area, decision makers, multipliers, and volunteers.",35,A,True,2,"The text discusses management communication and stakeholder exchange, but does not specifically address inclusive decision-making processes for climate adaptation."
Heritage inclusion,3004,10,"the future. The RSU2040 is a vision document, and the successor to the previous Spatial Strategy dating from 2016. The RSU2040 has more attention for greenery, working, mobility, and social services. As a vision document, the RSU does not present a detailed plan but paints a picture of what the city could look like in the future. The vision describes the following principles:

-  Utrecht must remain a city for everyone. A city where everyone can participate, and where houses, public space and social services are accessible for everyone.
- Citizens of Utrecht feel a bond.
-  The whole city is greener and healthier, and there are and will remain peaceful areas within the city.
- Amidst all the developments, the character of the city will be preserved.

Heritage memorandum 'Utrecht Heritage unites people and periods' (Erfgoednota 'Utrechts erfgoed verbindt mensen en tijden') (2022)

Utrecht is committed to creating a healthy urban environment for everyone, while preserving the typical Ut",876,A,True,2,"The text mentions preserving city character and heritage, but does not describe the decision-making process for climate adaptation."
Heritage inclusion,1712,3,"ational interests. In the explanation to the Strategic Structure Agenda, the World Heritage Site and the planned extension with the New Dutch Waterline are referred to as being of national importance.

The Strategic Structure Agenda is elaborated further in the Vision for Heritage and Spatial Planning (Choosing Character). This Vision for Heritage and Spatial Planning establishes the relationship between heritage policy and spatial planning. One of the five priorities is the World Heritage Site: safeguarding coherence and   enhancing the appearance and effect. The Vision for Heritage and Spatial Planning is translated by the provinces into provincial by-laws. In 2012, the Dutch government decided to give legal area protection to areas that have UNESCO World Heritage Site status or that have been nominated for that status.

This area protection is in addition to the protection of individual built structures and urban conservation areas (see below).",11,B,False,1,"The text discusses heritage protection and spatial planning laws, but contains no mention of climate adaptation or inclusive decision-making processes."
Heritage inclusion,2042,4,"Universal Value adopted by the World Heritage Committee. Pending management tasks and activities are suggested for all key topics based upon proposals from site managers, experts, and policy makers'.

The SIMP also presents complementary activities to support management in the Wadden Sea and shows how the Trilateral Wadden Sea Cooperation (TWSC) is addressing the overarching effects of climate change. The SIMP highlights the Wadden Sea World Heritage Site's global role and its link to global responsibilities. Cooperation with partners in the area and globally is instrumental in and supportive of long-term protection of the Wadden Sea.

The SIMP for the Wadden Sea is a political agreement within the Trilateral Wadden Sea Cooperation (TWSC), meaning it is a legally non-binding document of common political interest. Existing policy documents and legally binding instruments at the trilateral, regional, national, and local level are not altered or affected by the SIMP.",13,B,False,3,"The text mentions incorporating proposals from site managers and experts into climate-related management, which relates to inclusive decision-making, though it doesn't explicitly focus on social inclusion."
Heritage inclusion,1794,3,"e desired situation as regards spatial planning for the area of operation of this pact is laid down in the Implementation Plan 'Effective Implementation 2011-2020' [ Doelgericht Uitvoeren 2011-2020 ]. In 2018, work started on drawing up a new implementation programme for 2019 to 2022. With an approach based on area development, a substantial part of the physical and spatial planning task in the southern part of the New Dutch Waterline has been completed.

Heritage Framework 2016-2020 'Imaginative Power of Heritage'

'Heritage does not stand alone, but is a valuable part of our living environment.' This first sentence of the policy framework 'Imaginative Power of Heritage' [ Verbeeldingskracht van erfgoed ] underlines the importance of heritage for the society of NoordBrabant. For Noord-Brabant this is based on the power of heritage as a stimulator of imagination, but also as a binding force in our society.",8,B,False,2,"The text mentions heritage policy and spatial planning, but does not specifically address inclusive decision-making processes within climate adaptation plans."
Heritage inclusion,1151,1,------------------------------------------------------------------|-----------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------|-----------------------------|-------------------------------------,2911,C,False,1,"The text chunk contains no linguistic content, only formatting characters."
Human activities,2148,4,"Damage to the environment caused by infrastructure for tourism in the Wadden Sea World Heritage Site and adjacent region.
-   Disturbance caused by future trends in recreational activities and sports.
-   Pressure on the ecosystem due to future growth in the number of guests and/or associated spatial demand.

Enabling environment

-   Existing trilateral Sustainable T ourism Strategy (Annex 1, T ønder Declaration 2014) and action plan, as the tool for implementing the Strategy at the trilateral level, developed by the TWSC together with stakeholders and environmental NGOs.
-   The trilateral network group, including stakeholders and environmental NGOs has collaborated on the implementation of the Strategy for several years and coordinates the regular action plan update.
-   T ourism partners in the three countries supporting environmental education and awareness raising in relation to the Wadden Sea.
- Sharing existing national experience and best practices.",29,A,True,4,The text explicitly describes anthropogenic pressures and infrastructure development that exacerbate environmental damage within a heritage site.
Human activities,2162,4,"Disturbance of natural migratory routes as well as mainland areas for breeding, resting, and migratory birds, marine mammals, as well as increased risk of collisions with animals due to power stations construction near the Wadden Sea World Heritage Site and ongoing operations, including the risk of accidents causing the release of harmful substances.
-   Future steep increase in number and density of power stations and transmission infrastructure, including increased maintenance and supply traffic to meet the raising energy transition targets will exacerbate risks (e.g., disturbance, habitat loss, collisions, noise) within the Wadden Sea World Heritage Site and in adjacent areas.
-   Ground surface subsidence caused by gas exploitation and salt mining may affect habitats and species and, in the future, its effects could be exacerbated by sea level rise.",13,A,True,4,"The text describes anthropogenic activities (power station construction, gas exploitation, and salt mining) that directly cause environmental degradation and exacerbate climate-related risks like sea level rise."
Human activities,2125,4,"These might have significant influence on the OUV as they will most likely lead to an increase in activities for coastal flood defence and protection, such as dyke strengthening and sand nourishment.

Limited responses for adaptation are currently known and ready to implement to adapt to increasing air and water temperatures or extreme temperature events; thus, improved knowledge is needed to develop additional management options.

Local and global climate mitigation measures are imperative for combating climate change impacts; for example, CO 2 reduction as outlined in the Paris Agreement on Climate Change of 2016 and specified in EU CO 2 reduction targets. Mitigation measures in the Wadden Sea aim at developing the Wadden Sea Region into a CO 2 neutral area, as already stated in the Sylt Declaration already in 2010.",8,B,False,4,The text explicitly discusses CO2 emissions and the necessity of mitigation measures to combat climate change.
Human activities,2966,10,"| Climate change                                                                        |  22 |                                                                                                   |      |
| 5.7.                                                                                  | Natural disasters                                                                     |  22 |                                                                                                   |      |
| 5.8.                                                                                  | Tourism developments                                                                  |  23 |                                                                                                   |      |
| 5.9.",10,B,False,4,Tourism developments are a form of human activity that often contributes to GHG emissions and environmental degradation.
Human activities,2121,4,"fied by applying the Climate Vulnerability Index (CVI) rapid assessment method: 1) temperature trend (air and/ or water); 2) extreme temperature events; and 3) sea level rise (see the CVI report 10 ). In a 'business as usual' scenario, representing the most probable outcome of current greenhouse gas emissions policies worldwide, the OUV vulnerability was assessed as high, meaning there is potential for major loss or substantial alteration of the majority of the key values that convey the OUV. Enhanced sea level rise may seriously affect structure, functions, and the characteristic biodiversity of the Wadden Sea ecosystem. As substantiated in trilateral reports of the former working group on coastal protection and sea level rise in the Wadden Sea (2005 11  and 2010 12 ), large sea level rise may lead to a signifi- cant reduction in tidal flats and salt marshes as well as in safety of the inhabitants of the region.",3,B,False,3,"The text mentions greenhouse gas emissions policies as a driver of the 'business as usual' scenario, though the focus is primarily on the resulting climate impacts."
Human activities,45,0,"the State Party or State Parties, and that the State Parties (the Focal Points) communicate directly with the steering group and Site holders and/or when necessary with the steering group at the IGC. The Site holders deal with the issue and report back and will (if necessary) transmit the issue to the IGC for a decision.

The Site holders will develop common visions for tourism, education and presentation, as well as the alignment as regards management and maintenance of the heritage (restoration and re-use) and a common method to anticipate spatial and functional developments. Dissemination of the importance of the OUV of the Colonies is required in cooperation with all the Colonies, including those that are not part of the proposed property. The three bi-state visions will be drawn up in jointly with Colony managers, stakeholders and residents, and the Advisory Committee for Science, Education and Quality will be asked for advice concerning the visions.",1940,C,False,1,"The text discusses administrative governance, management visions, and stakeholder cooperation, with no mention of greenhouse gas emissions or anthropogenic climate drivers."
Knowledge transfer,2626,7,"sed to be an island. We aim to protect the visible reminders of its shape and size. We do this by keeping the island and its surroundings open and ensuring clearly visible vegetation on the outskirts. We tell the story of Schokland through its landscape, for example in the form of recognisable terps on the island and historic-

styled agriculture.

Our regular management ensures the conservation of nature on Schokland. We will assess what else we can do to further enhance those ecological values throughout the World Heritage site.

Around 200 hectares of new nature are planned south of Schokland. It concerns grasslands where meadow birds and other animals have their habitat and nature-friendly fields. This new nature area will protect the archaeological values in the soil of our World Heritage site. We expect the New Nature project to be completed within the term of

this management plan.

Schokland's nature is there also to be experienced.",1988,A,True,1,"The text focuses on landscape conservation, nature management, and site protection, with no mention of sharing skills, cultural competencies, or knowledge transfer."
Knowledge transfer,2135,4,"l standards.

Common to all five key topics' activities are:

-   trilateral exchange of knowledge and best practices for the benefit of nature conservation management;
-   raising awareness/advocacy.

These have been major elements of the TWSC for decades and continue to be important. Trilateral knowledge exchange contributes to bringing trilateral experience together to build common approaches and, thus, to strengthen the Cooperation's joint arguments for nature conservation. Exchange of best practices at the trilateral level helps speedy identification of the most beneficial practices for nature conservation. Consequent and consistent awareness raising and advocacy can influence activities and behaviours in favour of maintaining the Wadden Sea's OUV. Trilateral knowledge exchange and advocacy activities need to be continuously improved to adapt to thematic as well as technological and societal changes.

5.",87,A,True,5,"The text explicitly describes the trilateral exchange of knowledge and best practices to build common approaches and adapt to changes, directly aligning with the definition of knowledge transfer."
Knowledge transfer,979,1,"nal  officers  from  the  three  provinces  and  the  Cultural  Heritage Agency. This team meets four times a year. The programme team is the link between the coordination unit and the Steering Group. The members of the core Programme Team ensure alignment with other disciplines within their own organisations and the respective Provincial Executive. They advise the Steering Group on the decision-making process, through the Management Group. The provincial members of the Programme Team are also the first point of contact for relevant partners from their own province. Within the provinces, networks have already been established that serve as a marketplace for bottom-up initiatives. The intention is to continue these networks and resources have been set aside for this purpose.

The Programme Team + comprises  the  core  Programme  Team  supplemented  by  officers  representing  the relevant municipalities.",14,B,False,3,"The text describes organizational structures and networks for coordination and communication, which facilitate the mechanisms for knowledge transfer, though it doesn't explicitly detail the sharing of skills or competencies."
Knowledge transfer,2198,4,"ommunity, and the Wadden Sea Board chair representing the TWSC) were the first signatories of the Memorandum of Understanding sealing a mutual commitment to enhance the Wadden Sea World Heritage Site.

The management and organisation of the T rilateral Partnership is supported by the Trilateral Partnership Hub. The Partnership Hub facilitates the strategic partners collaboration in effective and trusting relationships, while sharing information, knowledge, and experience.

The Partnership Hub is intended to initiate and help with the planning of specific trilateral projects, common actions, and assist with applications for funding.

Challenges and Outlook

The Partnership Hub aims to broader engagement for the Wadden Sea World Heritage Site beyond the governmental sector and to unlock potential and resources for delivering the goals and intended activities of the Trilateral Partnership, as described in the Memorandum of Understanding.",10,B,False,4,"The text explicitly describes the Partnership Hub's role in sharing information, knowledge, and experience to facilitate collaboration among strategic partners."
Knowledge transfer,589,0,"ble values of the past can be used as ambassadors for making the OUVs future-proof, also in relation to the three Colonies - Willemsoord, Ommerschans and Merksplas - not included in the nomination, which cannot (yet) meet the requirements of the OUV.

One of the essential parts of the chair's research will focus on the values which people deem of such importance within their living environment that they are prepared to accept responsibility and ownership for the actions required for an optimally functioning 'cultural ecosystem'. What makes people want to take action to collectively shape their own living environment in a sustainable way using its heritage as guideline as well as to propagate and perpetuate the value of all seven Colonies. The actions, linked to the focus areas, can be established or addressed within a so-called Living Lab.",17,B,False,4,"The text describes the propagation and perpetuation of values and the use of a 'Living Lab' to collectively shape environments, which aligns with the intentional sharing and application of knowledge."
Knowledge transfer,1517,3,"-Holland. The Defence Line of Amsterdam and the New Dutch Waterline overlap in the Province of NoordHolland and the Province of Utrecht.

The New Dutch Waterline was constructed between 1815 and 1940. In 1874, the decision was taken to add the Defence Line of Amsterdam to the main defences to encircle the capital. The Defence Line of Amsterdam was constructed between about 1880 and 1920. The construction of the Dutch Water Defence Lines is one of the largest infrastructure projects ever executed in the Netherlands. The ingenious hydrological military systems of the two lines of defence overlap seamlessly. The Defence Line of Amsterdam and the New Dutch Waterline use the same water management system to some extent, and parts of the New Dutch Waterline were adapted to accommodate the Defence Line of Amsterdam.

Characteristic of the whole heritage site is that the defence line forms a single line that protects the economic and political heart of the Netherlands.",2779,C,False,1,"The text describes physical infrastructure and historical construction timelines, with no mention of sharing skills, cultural competencies, or inclusive practices."
Landscape dynamics,271,0,"e or villagescape.

In Flanders, owners and managers are obliged to keep the landscape in a protected cultural heritage landscape in a proper state, by carrying out maintenance and preservation tasks.

In both countries, the representative buildings enjoy monument status and these components are protected in the landscape structure. Since 2000, large-scale restorations of landscape structures and buildings have been taking place.

In case of unexpected large-scale developments occurring that might affect the OUV, an HIA is to be carried out in this respect. The outcomes of the HIA will be taken into account in decisions about the location and implementation of the development.

5.1.4 Protection nature values

In the Dutch component parts, sections of the property and areas in the setting belong to the National Ecological Network, which ensures the protection of the nature values.",12,B,False,2,"The text focuses on legal protection, maintenance, and impact assessments rather than the temporal changes in structure and function of the landscape."
Landscape dynamics,152,0,"therlands is currently focused mostly on spatial functions (zoning) and the main structures of the landscape (roads and waterways), while heritage policies are more particularly oriented towards the preservation, the protection and the restoration of the built objects, archaeological sites and valuable areas. The nature conservation policy can have a significant protective impact on ecological values as well as on the landscape component. The Environment &amp; Planning Act, which will replace the Spatial Planning Act and a large number of related laws, provides opportunities for a more integrated protection.

In the Flemish decrees regarding the designation as protected landscape, spatial structures as well as heritage values and consistency are safeguarded. The designation also affects the spatial implementation plans of provinces and municipalities. In Flanders, the protection of immovable heritage applies to the monuments, the archaeological sites and the landscape.",6,B,False,2,"The text discusses the legal and policy frameworks for protecting landscapes and heritage, but does not address the temporal changes or dynamics of the landscape."
Landscape dynamics,34,0,"|   265 |
| 9.5.1.4   | Protection nature values                                    |   266 |
| 9.5.1.5   | Rehabilitation of landscape, nature and buildings           |   266 |
| 9.5.2     | State of Conservation                                       |   267 |
| 9.5.2.1   | Long-term strategy                                          |   267 |
| 9.5.2.2   | Management tasks preservation and management                |   267 |
| 9.5.3     | Factors affecting Component partC                           |   269 |
|           | Veenhuizen                                                  |   269 |
| 9.5.3.2   | Climate change and environmental impact                     |   272 |
| 9.5.3.3   | Natural disasters, calamities and risk preparedness         |   272 |
| 9.5.3.4   | Impact of recreation and tourism and/or visitors Veenhuizen |   273 |
| 9.5.4     | Sources of Financing                                        |   273 |
| 9.5.",20,B,False,4,"The text explicitly lists climate change, environmental impact, and rehabilitation of landscapes as factors affecting the site, which directly relate to the drivers of landscape dynamics."
Landscape dynamics,1474,2,"William I. From 1859 by the municipality of Franeker (later the municipality of Franekeradeel, and from 2018 the municipality of Waadhoeke) with the transfer of ownership from the national government. For almost 200 years, public authorities have been responsible for the preservation of all the components of the Planetarium. As a result, all the attributes as the basis for the OUV of the property are under the management of public authorities and as such are continuously monitored.

The municipality of Waadhoeke, as the owner since 2001, has delegated the implementation of maintenance and management to the Royal Eise Eisinga Planetarium Foundation. The board of the foundation charges the director of the Planetarium with the daily and periodic management of a group of experts consisting of a permanent core of a clockmaker, a restoration painter and an artisan woodworker, hereinafter referred to as the Planetarium Maintenance Expert Team.",2191,C,False,1,"The text focuses on administrative ownership and maintenance management of a building, not on temporal changes in landscape structure or function."
Legislation,1271,2,"nment and Planning Act requires that the municipality must take due account of the importance of the preservation of cultural heritage and the preservation of the Outstanding Universal Value of World Heritage. Article 2.28 of the Environment and Planning Act states that mandatory instruction rules apply to the environmental plan. These instruction rules are included in articles 5.130 and 5.131 of the Decree on the quality of the living environment. The latter article is especially imperative. It literally states that in the environmental plan the importance of the preservation of the Outstanding Universal Value of World Heritage should be taken into account. Loosely translated, this means that after the Planetarium has been designated as a World Heritage Site, the environmental plan should be adapted to do justice to the designation and the associated protection of this World Heritage Site.",177,A,True,5,The text explicitly discusses national legislation (Environment and Planning Act) and specific legal articles regarding the protection of World Heritage.
Legislation,2042,4,"Universal Value adopted by the World Heritage Committee. Pending management tasks and activities are suggested for all key topics based upon proposals from site managers, experts, and policy makers'.

The SIMP also presents complementary activities to support management in the Wadden Sea and shows how the Trilateral Wadden Sea Cooperation (TWSC) is addressing the overarching effects of climate change. The SIMP highlights the Wadden Sea World Heritage Site's global role and its link to global responsibilities. Cooperation with partners in the area and globally is instrumental in and supportive of long-term protection of the Wadden Sea.

The SIMP for the Wadden Sea is a political agreement within the Trilateral Wadden Sea Cooperation (TWSC), meaning it is a legally non-binding document of common political interest. Existing policy documents and legally binding instruments at the trilateral, regional, national, and local level are not altered or affected by the SIMP.",295,A,True,4,"The text explicitly discusses the legal status of the SIMP and references the existence of legally binding instruments at trilateral, national, and local levels."
Legislation,1708,3,"ng Decree - Spatial Planning (General Rules) Decree - Heritage Act 2016 - Environmental Permitting (General Provisions) Act (WABO) - National Incorporation Plans - Environment and Planning Act (2019) - Heritage Impact Assessment | - Provincial By-law on Spatial Planning - By-Law governing Monuments and Historic Buildings - Environmental Impact Assessment (EIA) - Provincial Incorporation Plans - Heritage Impact Assessment - Rule-making authority                                                                         | - Zoning plan - Municipal regulation including By-Law governing Monuments and Historic Buildings - Environmental permit - Heritage Impact Assessment                             |

Spatial Planning Act [ Wet Ruimtelijke Ordening ]. The Act stipulates that for good spatial planning, a use or 'purpose' must be assigned to the areas of land in the zoning plan. Municipalities are obliged to have up-to-date zoning plans for their entire area.",3,B,False,5,"The text explicitly lists numerous national and provincial laws, acts, and decrees specifically concerning heritage protection, spatial planning, and environmental permitting."
Legislation,2302,5,"y                              | 2005              | National Government |
| United Nations               | Sustainable Development Goals                                                            | 2016              | www.un.org          |

4.2 National policies, laws and regulations

4.2.1 General functioning of the regulatory system

It is intended in the Netherlands to combine 26 laws and other regulations relating to spatial planning and the physical living environment in one law: the Environment and Planning Act. The Environment and Planning Act aims to provide clarification and efficiency. A coherent approach should lead to a good and sustainable physical living environment. The new law will also further safeguard the protection of heritage, monuments, archaeology and water. Existing qualities, such as heritage values and nature values, are associated with the quality of the living environment.",6,B,False,5,"The text explicitly discusses the Environment and Planning Act, a national law integrating spatial planning, sustainable development, and heritage protection."
Legislation,2307,5,").
- Ensure that the SOUV is safeguarded and that the designation of the nationally protected cityscape is reflected in the instruments of the Water Authority, such as the water management plan.

4.2.2 Spatial Planning Act and implementation of Environment and Planning Act

The Environment and Planning Act introduces changes to the current system for spatial planning, heritage and water, i.e. the protection of the physical living environment. With the Environment and Planning Act, the Netherlands aims to bundle dozens of laws and hundreds of regulations with regard to space, housing, infrastructure, the environment, nature and water, and in that way to arrive at a new integrated environmental law. Under the new law, the Dutch system is and will remain decentralised, with each governing authority bearing its own responsibility. The way in which protection is regulated by law is changing in parts.",8,B,False,5,"The text explicitly discusses national legislation, specifically the Environment and Planning Act, and its role in regulating spatial planning, heritage, and nature protection."
Legislation,2415,5,"hree options for refurbishment:

- Option A: the least drastic option, in which the current layout is maintained with room for pedestrians along the façades and elimination of parking along the quays.
- Option B: more drastic, with a widening of the zone along the canal to provide more room for trees and pedestrians.
- Option C: the most drastic option, with larger trees than in option B, placed more towards the centre of the pavement. This will have consequences for the layout of the substrate due to the required root space for the trees.

The document states that these options can serve as inspiration for the plans for the redevelopment of (parts of) the canals. The impact of the most far-reaching option C in relation to SOUV criterion iv is not clear, nor how this option relates to the original historical layout of the quays, which - despite parking on the quays - has been largely preserved.",1799,C,False,1,"The text discusses urban design options and heritage criteria, but contains no mention of legal provisions, laws, or legislation."
Limited heritage inclusion,2452,5,"bly controllable pumps to drain the water to the sea. The Water Authority Amstel, Gooi and Vecht also aims to improve the flow in the canals of Amsterdam, for example when bridges are being renovated. The adjustments may affect the requirements for the protection of the heritage, but will mainly take place under water and will not affect the shape and appearance of the canals.

A subject in the Amsterdam Environmental Vision 2050 is research to be conducted into the re-excavation of canals filled in the past. This is linked to making the inner city more climate-proof, in combination with efforts to make it low-traffic, and might also strengthen the SOUV of the World Heritage Site.

10 See High Water in the Storage Basin Special Control Plan pages 7 - 13.

11   Storage Basin Plan Water Authority Amstel, Gooi and Vecht 2.0, 2022.",1556,A,True,1,"The text describes heritage considerations being integrated into water management and urban planning, which contradicts the concept of limited heritage inclusion."
Limited heritage inclusion,3002,10,"nt. This should for instance make it easier to launch building projects. The Crisis and Recovery Act ( Crisis en herstelwet, Chw ) already makes this possible, for example by adjusting existing rules. The state's Cultural Heritage Agency is expected to issue a guideline for heritage and environmental law in the summer of 2022. The Environment and Planning Act will come into force on 1 January 2024. World heritage will thereby be embedded in law for the first time.

Provincial policy

Environmental Vision (Omgevingsvisie) of the Province of Utrecht (2021)

The provincial environmental vision does not specifically address the Rietveld Schröder House. The Environmental Vision consists of 3 parts:

-  The course: the dot on the horizon, defining the longer term.
-  Thematic policy: the policy regarding a certain issue, such as greenery or parking. This type of policy applies throughout the province.
- Area policy: policy that only applies for a specific area.",484,A,True,4,"The text explicitly notes that the provincial environmental vision does not specifically address a key heritage site, indicating a lack of heritage-inclusive planning."
